I1,J1,I2,J2
204,66,0,0
205,66,0,0
206,66,0,0
207,66,0,0
208,66,0,0
209,66,0,0
210,66,0,0
211,66,0,0
212,66,0,0
213,66,0,0
214,66,0,0
215,66,0,0
216,66,0,0
217,66,0,0
218,66,0,0
219,66,0,0
220,66,0,0
221,66,0,0
222,66,0,0
223,66,0,0
224,66,0,0
225,66,0,0
226,66,0,0
227,66,0,0
228,66,0,0
229,66,0,0
230,66,0,0
231,66,0,0
232,66,0,0
233,66,0,0
234,66,0,0
235,66,0,0
236,66,0,0
1,67,0,0
2,67,0,0
3,67,0,0
4,67,0,0
5,67,0,0
6,67,0,0
7,67,0,0
8,67,0,0
9,67,0,0
10,67,0,0
11,67,0,0
12,67,0,0
13,67,0,0
14,67,0,0
15,67,0,0
16,67,0,0
17,67,0,0
18,67,0,0
19,67,0,0
20,67,0,0
21,67,0,0
22,67,0,0
23,67,0,0
24,67,0,0
25,67,0,0
26,67,0,0
27,67,0,0
28,67,0,0
29,67,0,0
30,67,0,0
31,67,0,0
32,67,0,0
33,67,0,0
34,67,0,0
35,67,0,0
36,67,0,0
37,67,0,0
38,67,0,0
39,67,0,0
40,67,0,0
41,67,0,0
42,67,0,0
43,67,0,0
44,67,0,0
45,67,0,0
46,67,0,0
47,67,0,0
48,67,0,0
49,67,0,0
50,67,0,0
51,67,0,0
52,67,0,0
53,67,0,0
54,67,0,0
55,67,0,0
56,67,0,0
57,67,0,0
58,67,0,0
59,67,0,0
60,67,0,0
61,67,0,0
62,67,0,0
63,67,0,0
64,67,0,0
65,67,0,0
66,67,0,0
67,67,0,0
68,67,0,0
69,67,0,0
70,67,0,0
71,67,0,0
72,67,0,0
73,67,0,0
74,67,0,0
75,67,0,0
76,67,0,0
77,67,0,0
78,67,0,0
79,67,0,0
80,67,0,0
81,67,0,0
82,67,0,0
83,67,0,0
84,67,0,0
85,67,0,0
86,67,0,0
87,67,0,0
88,67,0,0
89,67,0,0
90,67,0,0
91,67,0,0
92,67,0,0
93,67,0,0
94,67,0,0
95,67,0,0
96,67,0,0
97,67,0,0
98,67,0,0
99,67,0,0
100,67,0,0
101,67,0,0
102,67,0,0
103,67,0,0
104,67,0,0
105,67,0,0
106,67,0,0
107,67,0,0
108,67,0,0
109,67,0,0
110,67,0,0
111,67,0,0
112,67,0,0
113,67,0,0
114,67,0,0
115,67,0,0
116,67,0,0
117,67,0,0
118,67,0,0
119,67,0,0
120,67,0,0
121,67,0,0
122,67,0,0
123,67,0,0
124,67,0,0
125,67,0,0
126,67,0,0
127,67,0,0
128,67,0,0
129,67,0,0
130,67,0,0
131,67,0,0
132,67,0,0
133,67,0,0
134,67,0,0
135,67,0,0
136,67,0,0
137,67,0,0
138,67,0,0
139,67,0,0
140,67,0,0
141,67,0,0
142,67,0,0
143,67,0,0
144,67,0,0
145,67,0,0
146,67,0,0
147,67,0,0
148,67,0,0
149,67,0,0
150,67,0,0
151,67,0,0
152,67,0,0
153,67,0,0
154,67,0,0
155,67,0,0
156,67,0,0
157,67,0,0
158,67,0,0
159,67,0,0
160,67,0,0
161,67,0,0
162,67,0,0
163,67,0,0
164,67,0,0
165,67,0,0
166,67,0,0
167,67,0,0
168,67,0,0
169,67,0,0
170,67,0,0
171,67,0,0
172,67,0,0
173,67,0,0
174,67,0,0
175,67,0,0
176,67,0,0
177,67,0,0
178,67,0,0
179,67,0,0
180,67,0,0
181,67,0,0
182,67,0,0
183,67,0,0
184,67,0,0
185,67,0,0
186,67,0,0
187,67,0,0
188,67,0,0
189,67,0,0
190,67,0,0
191,67,0,0
192,67,0,0
193,67,0,0
194,67,0,0
195,67,0,0
196,67,0,0
197,67,0,0
198,67,0,0
199,67,0,0
200,67,0,0
201,67,0,0
202,67,0,0
203,67,0,0
204,67,0,0
205,67,0,0
206,67,0,0
207,67,0,0
208,67,0,0
209,67,0,0
210,67,0,0
211,67,0,0
212,67,0,0
213,67,0,0
214,67,0,0
215,67,0,0
216,67,0,0
217,67,0,0
218,67,0,0
219,67,0,0
220,67,0,0
221,67,0,0
222,67,0,0
223,67,0,0
224,67,0,0
225,67,0,0
226,67,0,0
227,67,0,0
228,67,0,0
229,67,0,0
230,67,0,0
231,67,0,0
232,67,0,0
233,67,0,0
234,67,0,0
235,67,0,0
236,67,0,0
1,68,0,0
2,68,0,0
3,68,0,0
4,68,0,0
5,68,0,0
6,68,0,0
7,68,0,0
8,68,0,0
9,68,0,0
10,68,0,0
11,68,0,0
12,68,0,0
13,68,0,0
14,68,0,0
15,68,0,0
16,68,0,0
17,68,0,0
18,68,0,0
19,68,0,0
20,68,0,0
21,68,0,0
22,68,0,0
23,68,0,0
24,68,0,0
25,68,0,0
26,68,0,0
27,68,0,0
28,68,0,0
29,68,0,0
30,68,0,0
31,68,0,0
32,68,0,0
33,68,0,0
34,68,0,0
35,68,0,0
36,68,0,0
37,68,0,0
38,68,0,0
39,68,0,0
40,68,0,0
41,68,0,0
42,68,0,0
43,68,0,0
44,68,0,0
45,68,0,0
46,68,0,0
47,68,0,0
48,68,0,0
49,68,0,0
50,68,0,0
51,68,0,0
52,68,0,0
53,68,0,0
54,68,0,0
55,68,0,0
56,68,0,0
57,68,0,0
58,68,0,0
59,68,0,0
60,68,0,0
61,68,0,0
62,68,0,0
63,68,0,0
64,68,0,0
65,68,0,0
66,68,0,0
67,68,0,0
68,68,0,0
69,68,0,0
70,68,0,0
71,68,0,0
72,68,0,0
73,68,0,0
74,68,0,0
75,68,0,0
76,68,0,0
77,68,0,0
78,68,0,0
79,68,0,0
80,68,0,0
81,68,0,0
82,68,0,0
83,68,0,0
84,68,0,0
85,68,0,0
86,68,0,0
87,68,0,0
88,68,0,0
89,68,0,0
90,68,0,0
91,68,0,0
92,68,0,0
93,68,0,0
94,68,0,0
95,68,0,0
96,68,0,0
97,68,0,0
98,68,0,0
99,68,0,0
100,68,0,0
101,68,0,0
102,68,0,0
103,68,0,0
104,68,0,0
105,68,0,0
106,68,0,0
107,68,0,0
108,68,0,0
109,68,0,0
110,68,0,0
111,68,0,0
112,68,0,0
113,68,0,0
114,68,0,0
115,68,0,0
116,68,0,0
117,68,0,0
118,68,0,0
119,68,0,0
120,68,0,0
121,68,0,0
122,68,0,0
123,68,0,0
124,68,0,0
125,68,0,0
126,68,0,0
127,68,0,0
128,68,0,0
129,68,0,0
130,68,0,0
131,68,0,0
132,68,0,0
133,68,0,0
134,68,0,0
135,68,0,0
136,68,0,0
137,68,0,0
138,68,0,0
139,68,0,0
140,68,0,0
141,68,0,0
142,68,0,0
143,68,0,0
144,68,0,0
145,68,0,0
146,68,0,0
147,68,0,0
148,68,0,0
149,68,0,0
150,68,0,0
151,68,0,0
152,68,0,0
153,68,0,0
154,68,0,0
155,68,0,0
156,68,0,0
157,68,0,0
158,68,0,0
159,68,0,0
160,68,0,0
161,68,0,0
162,68,0,0
163,68,0,0
164,68,0,0
165,68,0,0
166,68,0,0
167,68,0,0
168,68,0,0
169,68,0,0
170,68,0,0
171,68,0,0
172,68,0,0
173,68,0,0
174,68,0,0
175,68,0,0
176,68,0,0
177,68,0,0
178,68,0,0
179,68,0,0
180,68,0,0
181,68,0,0
182,68,0,0
183,68,0,0
184,68,0,0
185,68,0,0
186,68,0,0
187,68,0,0
188,68,0,0
189,68,0,0
190,68,0,0
191,68,0,0
192,68,0,0
193,68,0,0
194,68,0,0
195,68,0,0
196,68,0,0
197,68,0,0
198,68,0,0
199,68,0,0
200,68,0,0
201,68,0,0
202,68,0,0
203,68,0,0
204,68,0,0
205,68,0,0
206,68,0,0
207,68,0,0
208,68,0,0
209,68,0,0
210,68,0,0
211,68,0,0
212,68,0,0
213,68,0,0
214,68,0,0
215,68,0,0
216,68,0,0
217,68,0,0
218,68,0,0
219,68,0,0
220,68,0,0
221,68,0,0
222,68,0,0
223,68,0,0
224,68,0,0
225,68,0,0
226,68,0,0
227,68,0,0
228,68,0,0
229,68,0,0
230,68,0,0
231,68,0,0
232,68,0,0
233,68,0,0
234,68,0,0
235,68,0,0
236,68,0,0
1,69,0,0
2,69,0,0
3,69,0,0
4,69,0,0
5,69,0,0
6,69,0,0
7,69,0,0
8,69,0,0
9,69,0,0
10,69,0,0
11,69,0,0
12,69,0,0
13,69,0,0
14,69,0,0
15,69,0,0
16,69,0,0
17,69,0,0
18,69,0,0
19,69,0,0
20,69,0,0
21,69,0,0
22,69,0,0
23,69,0,0
24,69,0,0
25,69,0,0
26,69,0,0
27,69,0,0
28,69,0,0
29,69,0,0
30,69,0,0
31,69,0,0
32,69,0,0
33,69,0,0
34,69,0,0
35,69,0,0
36,69,0,0
37,69,0,0
38,69,0,0
39,69,0,0
40,69,0,0
41,69,0,0
42,69,0,0
43,69,0,0
44,69,0,0
45,69,0,0
46,69,0,0
47,69,0,0
48,69,0,0
49,69,0,0
50,69,0,0
51,69,0,0
52,69,0,0
53,69,0,0
54,69,0,0
55,69,0,0
56,69,0,0
57,69,0,0
58,69,0,0
59,69,0,0
60,69,0,0
61,69,0,0
62,69,0,0
63,69,0,0
64,69,0,0
65,69,0,0
66,69,0,0
67,69,0,0
68,69,0,0
69,69,0,0
70,69,0,0
71,69,0,0
72,69,0,0
73,69,0,0
74,69,0,0
75,69,0,0
76,69,0,0
77,69,0,0
78,69,0,0
79,69,0,0
80,69,0,0
81,69,0,0
82,69,0,0
83,69,0,0
84,69,0,0
85,69,0,0
86,69,0,0
87,69,0,0
88,69,0,0
89,69,0,0
90,69,0,0
91,69,0,0
92,69,0,0
93,69,0,0
94,69,0,0
95,69,0,0
96,69,0,0
97,69,0,0
98,69,0,0
99,69,0,0
100,69,0,0
101,69,0,0
102,69,0,0
103,69,0,0
104,69,0,0
105,69,0,0
106,69,0,0
107,69,0,0
108,69,0,0
109,69,0,0
110,69,0,0
111,69,0,0
112,69,0,0
113,69,0,0
114,69,0,0
115,69,0,0
116,69,0,0
117,69,0,0
118,69,0,0
119,69,0,0
120,69,0,0
121,69,0,0
122,69,0,0
123,69,0,0
124,69,0,0
125,69,0,0
126,69,0,0
127,69,0,0
128,69,0,0
129,69,0,0
130,69,0,0
131,69,0,0
132,69,0,0
133,69,0,0
134,69,0,0
135,69,0,0
136,69,0,0
137,69,0,0
138,69,0,0
139,69,0,0
140,69,0,0
141,69,0,0
142,69,0,0
143,69,0,0
144,69,0,0
145,69,0,0
146,69,0,0
147,69,0,0
148,69,0,0
149,69,0,0
150,69,0,0
151,69,0,0
152,69,0,0
153,69,0,0
154,69,0,0
155,69,0,0
156,69,0,0
157,69,0,0
158,69,0,0
159,69,0,0
160,69,0,0
161,69,0,0
162,69,0,0
163,69,0,0
164,69,0,0
165,69,0,0
166,69,0,0
167,69,0,0
168,69,0,0
169,69,0,0
170,69,0,0
171,69,0,0
172,69,0,0
173,69,0,0
174,69,0,0
175,69,0,0
176,69,0,0
177,69,0,0
178,69,0,0
179,69,0,0
180,69,0,0
181,69,0,0
182,69,0,0
183,69,0,0
184,69,0,0
185,69,0,0
186,69,0,0
187,69,0,0
188,69,0,0
189,69,0,0
190,69,0,0
191,69,0,0
192,69,0,0
193,69,0,0
194,69,0,0
195,69,0,0
196,69,0,0
197,69,0,0
198,69,0,0
199,69,0,0
200,69,0,0
201,69,0,0
202,69,0,0
203,69,0,0
204,69,0,0
205,69,0,0
206,69,0,0
207,69,0,0
208,69,0,0
209,69,0,0
210,69,0,0
211,69,0,0
212,69,0,0
213,69,0,0
214,69,0,0
215,69,0,0
216,69,0,0
217,69,0,0
218,69,0,0
219,69,0,0
220,69,0,0
221,69,0,0
222,69,0,0
223,69,0,0
224,69,0,0
225,69,0,0
226,69,0,0
227,69,0,0
228,69,0,0
229,69,0,0
230,69,0,0
231,69,0,0
232,69,0,0
233,69,0,0
234,69,0,0
235,69,0,0
236,69,0,0
1,70,0,0
2,70,0,0
3,70,0,0
4,70,0,0
5,70,0,0
6,70,0,0
7,70,0,0
8,70,0,0
9,70,0,0
10,70,0,0
11,70,0,0
12,70,0,0
13,70,0,0
14,70,0,0
15,70,0,0
16,70,0,0
17,70,0,0
18,70,0,0
19,70,0,0
20,70,0,0
21,70,0,0
22,70,0,0
23,70,0,0
24,70,0,0
25,70,0,0
26,70,0,0
27,70,0,0
28,70,0,0
29,70,0,0
30,70,0,0
31,70,0,0
32,70,0,0
33,70,0,0
34,70,0,0
35,70,0,0
36,70,0,0
37,70,0,0
38,70,0,0
39,70,0,0
40,70,0,0
41,70,0,0
42,70,0,0
43,70,0,0
44,70,0,0
45,70,0,0
46,70,0,0
47,70,0,0
48,70,0,0
49,70,0,0
50,70,0,0
51,70,0,0
52,70,0,0
53,70,0,0
54,70,0,0
55,70,0,0
56,70,0,0
57,70,0,0
58,70,0,0
59,70,0,0
60,70,0,0
61,70,0,0
62,70,0,0
63,70,0,0
64,70,0,0
65,70,0,0
66,70,0,0
67,70,0,0
68,70,0,0
69,70,0,0
70,70,0,0
71,70,0,0
72,70,0,0
73,70,0,0
74,70,0,0
75,70,0,0
76,70,0,0
77,70,0,0
78,70,0,0
79,70,0,0
80,70,0,0
81,70,0,0
82,70,0,0
83,70,0,0
84,70,0,0
85,70,0,0
86,70,0,0
87,70,0,0
88,70,0,0
89,70,0,0
90,70,0,0
91,70,0,0
92,70,0,0
93,70,0,0
94,70,0,0
95,70,0,0
96,70,0,0
97,70,0,0
98,70,0,0
99,70,0,0
100,70,0,0
101,70,0,0
102,70,0,0
103,70,0,0
104,70,0,0
105,70,0,0
106,70,0,0
107,70,0,0
108,70,0,0
109,70,0,0
110,70,0,0
111,70,0,0
112,70,0,0
113,70,0,0
114,70,0,0
115,70,0,0
116,70,0,0
117,70,0,0
118,70,0,0
119,70,0,0
120,70,0,0
121,70,0,0
122,70,0,0
123,70,0,0
124,70,0,0
125,70,0,0
126,70,0,0
127,70,0,0
128,70,0,0
129,70,0,0
130,70,0,0
131,70,0,0
132,70,0,0
133,70,0,0
134,70,0,0
135,70,0,0
136,70,0,0
137,70,0,0
138,70,0,0
139,70,0,0
140,70,0,0
141,70,0,0
142,70,0,0
143,70,0,0
144,70,0,0
145,70,0,0
146,70,0,0
147,70,0,0
148,70,0,0
149,70,0,0
150,70,0,0
151,70,0,0
152,70,0,0
153,70,0,0
154,70,0,0
155,70,0,0
156,70,0,0
157,70,0,0
158,70,0,0
159,70,0,0
160,70,0,0
161,70,0,0
162,70,0,0
163,70,0,0
164,70,0,0
165,70,0,0
166,70,0,0
167,70,0,0
168,70,0,0
169,70,0,0
170,70,0,0
171,70,0,0
172,70,0,0
173,70,0,0
174,70,0,0
175,70,0,0
176,70,0,0
177,70,0,0
178,70,0,0
179,70,0,0
180,70,0,0
181,70,0,0
182,70,0,0
183,70,0,0
184,70,0,0
185,70,0,0
186,70,0,0
187,70,0,0
188,70,0,0
189,70,0,0
190,70,0,0
191,70,0,0
192,70,0,0
193,70,0,0
194,70,0,0
195,70,0,0
196,70,0,0
197,70,0,0
198,70,0,0
199,70,0,0
200,70,0,0
201,70,0,0
202,70,0,0
203,70,0,0
204,70,0,0
205,70,0,0
206,70,0,0
207,70,0,0
208,70,0,0
209,70,0,0
210,70,0,0
211,70,0,0
212,70,0,0
213,70,0,0
214,70,0,0
215,70,0,0
216,70,0,0
217,70,0,0
218,70,0,0
219,70,0,0
220,70,0,0
221,70,0,0
222,70,0,0
223,70,0,0
224,70,0,0
225,70,0,0
226,70,0,0
227,70,0,0
228,70,0,0
229,70,0,0
230,70,0,0
231,70,0,0
232,70,0,0
233,70,0,0
234,70,0,0
235,70,0,0
236,70,0,0
1,71,0,0
2,71,0,0
3,71,0,0
4,71,0,0
5,71,0,0
6,71,0,0
7,71,0,0
8,71,0,0
9,71,0,0
10,71,0,0
11,71,0,0
12,71,0,0
13,71,0,0
14,71,0,0
15,71,0,0
16,71,0,0
17,71,0,0
18,71,0,0
19,71,0,0
20,71,0,0
21,71,0,0
22,71,0,0
23,71,0,0
24,71,0,0
25,71,0,0
26,71,0,0
27,71,0,0
28,71,0,0
29,71,0,0
30,71,0,0
31,71,0,0
32,71,0,0
33,71,0,0
34,71,0,0
35,71,0,0
36,71,0,0
37,71,0,0
38,71,0,0
39,71,0,0
40,71,0,0
41,71,0,0
42,71,0,0
43,71,0,0
44,71,0,0
45,71,0,0
46,71,0,0
47,71,0,0
48,71,0,0
49,71,0,0
50,71,0,0
51,71,0,0
52,71,0,0
53,71,0,0
54,71,0,0
55,71,0,0
56,71,0,0
57,71,0,0
58,71,0,0
59,71,0,0
60,71,0,0
61,71,0,0
62,71,0,0
63,71,0,0
64,71,0,0
65,71,0,0
66,71,0,0
67,71,0,0
68,71,0,0
69,71,0,0
70,71,0,0
71,71,0,0
72,71,0,0
73,71,0,0
74,71,0,0
75,71,0,0
76,71,0,0
77,71,0,0
78,71,0,0
79,71,0,0
80,71,0,0
81,71,0,0
82,71,0,0
83,71,0,0
84,71,0,0
85,71,0,0
86,71,0,0
87,71,0,0
88,71,0,0
89,71,0,0
90,71,0,0
91,71,0,0
92,71,0,0
93,71,0,0
94,71,0,0
95,71,0,0
96,71,0,0
97,71,0,0
98,71,0,0
99,71,0,0
100,71,0,0
101,71,0,0
102,71,0,0
103,71,0,0
104,71,0,0
105,71,0,0
106,71,0,0
107,71,0,0
108,71,0,0
109,71,0,0
110,71,0,0
111,71,0,0
112,71,0,0
113,71,0,0
114,71,0,0
115,71,0,0
116,71,0,0
117,71,0,0
118,71,0,0
119,71,0,0
120,71,0,0
121,71,0,0
122,71,0,0
123,71,0,0
124,71,0,0
125,71,0,0
126,71,0,0
127,71,0,0
128,71,0,0
129,71,0,0
130,71,0,0
131,71,0,0
132,71,0,0
133,71,0,0
134,71,0,0
135,71,0,0
136,71,0,0
137,71,0,0
138,71,0,0
139,71,0,0
140,71,0,0
141,71,0,0
142,71,0,0
143,71,0,0
144,71,0,0
145,71,0,0
146,71,0,0
147,71,0,0
148,71,0,0
149,71,0,0
150,71,0,0
151,71,0,0
152,71,0,0
153,71,0,0
154,71,0,0
155,71,0,0
156,71,0,0
157,71,0,0
158,71,0,0
159,71,0,0
160,71,0,0
161,71,0,0
162,71,0,0
163,71,0,0
164,71,0,0
165,71,0,0
166,71,0,0
167,71,0,0
168,71,0,0
169,71,0,0
170,71,0,0
171,71,0,0
172,71,0,0
173,71,0,0
174,71,0,0
175,71,0,0
176,71,0,0
177,71,0,0
178,71,0,0
179,71,0,0
180,71,0,0
181,71,0,0
182,71,0,0
183,71,0,0
184,71,0,0
185,71,0,0
186,71,0,0
187,71,0,0
188,71,0,0
189,71,0,0
190,71,0,0
191,71,0,0
192,71,0,0
193,71,0,0
194,71,0,0
195,71,0,0
196,71,0,0
197,71,0,0
198,71,0,0
199,71,0,0
200,71,0,0
201,71,0,0
202,71,0,0
203,71,0,0
204,71,0,0
205,71,0,0
206,71,0,0
207,71,0,0
208,71,0,0
209,71,0,0
210,71,0,0
211,71,0,0
212,71,0,0
213,71,0,0
214,71,0,0
215,71,0,0
216,71,0,0
217,71,0,0
218,71,0,0
219,71,0,0
220,71,0,0
221,71,0,0
222,71,0,0
223,71,0,0
224,71,0,0
225,71,0,0
226,71,0,0
227,71,0,0
228,71,0,0
229,71,0,0
230,71,0,0
231,71,0,0
232,71,0,0
233,71,0,0
234,71,0,0
235,71,0,0
236,71,0,0
1,72,0,0
2,72,0,0
3,72,0,0
4,72,0,0
5,72,0,0
6,72,0,0
7,72,0,0
8,72,0,0
9,72,0,0
10,72,0,0
11,72,0,0
12,72,0,0
13,72,0,0
14,72,0,0
15,72,0,0
16,72,0,0
17,72,0,0
18,72,0,0
19,72,0,0
20,72,0,0
21,72,0,0
22,72,0,0
23,72,0,0
24,72,0,0
25,72,0,0
26,72,0,0
27,72,0,0
28,72,0,0
29,72,0,0
30,72,0,0
31,72,0,0
32,72,0,0
33,72,0,0
34,72,0,0
35,72,0,0
36,72,0,0
37,72,0,0
38,72,0,0
39,72,0,0
40,72,0,0
41,72,0,0
42,72,0,0
43,72,0,0
44,72,0,0
45,72,0,0
46,72,0,0
47,72,0,0
48,72,0,0
49,72,0,0
50,72,0,0
51,72,0,0
52,72,0,0
53,72,0,0
54,72,0,0
55,72,0,0
56,72,0,0
57,72,0,0
58,72,0,0
59,72,0,0
60,72,0,0
61,72,0,0
62,72,0,0
63,72,0,0
64,72,0,0
65,72,0,0
66,72,0,0
67,72,0,0
68,72,0,0
69,72,0,0
70,72,0,0
71,72,0,0
72,72,0,0
73,72,0,0
74,72,0,0
75,72,0,0
76,72,0,0
77,72,0,0
78,72,0,0
79,72,0,0
80,72,0,0
81,72,0,0
82,72,0,0
83,72,0,0
84,72,0,0
85,72,0,0
86,72,0,0
87,72,0,0
88,72,0,0
89,72,0,0
90,72,0,0
91,72,0,0
92,72,0,0
93,72,0,0
94,72,0,0
95,72,0,0
96,72,0,0
97,72,0,0
98,72,0,0
99,72,0,0
100,72,0,0
101,72,0,0
102,72,0,0
103,72,0,0
104,72,0,0
105,72,0,0
106,72,0,0
107,72,0,0
108,72,0,0
109,72,0,0
110,72,0,0
111,72,0,0
112,72,0,0
113,72,0,0
114,72,0,0
115,72,0,0
116,72,0,0
117,72,0,0
118,72,0,0
119,72,0,0
120,72,0,0
121,72,0,0
122,72,0,0
123,72,0,0
124,72,0,0
125,72,0,0
126,72,0,0
127,72,0,0
128,72,0,0
129,72,0,0
130,72,0,0
131,72,0,0
132,72,0,0
133,72,0,0
134,72,0,0
135,72,0,0
136,72,0,0
137,72,0,0
138,72,0,0
139,72,0,0
140,72,0,0
141,72,0,0
142,72,0,0
143,72,0,0
144,72,0,0
145,72,0,0
146,72,0,0
147,72,0,0
148,72,0,0
149,72,0,0
150,72,0,0
151,72,0,0
152,72,0,0
153,72,0,0
154,72,0,0
155,72,0,0
156,72,0,0
157,72,0,0
158,72,0,0
159,72,0,0
160,72,0,0
161,72,0,0
162,72,0,0
163,72,0,0
164,72,0,0
165,72,0,0
166,72,0,0
167,72,0,0
168,72,0,0
169,72,0,0
170,72,0,0
171,72,0,0
172,72,0,0
173,72,0,0
174,72,0,0
175,72,0,0
176,72,0,0
177,72,0,0
178,72,0,0
179,72,0,0
180,72,0,0
181,72,0,0
182,72,0,0
183,72,0,0
184,72,0,0
185,72,0,0
186,72,0,0
187,72,0,0
188,72,0,0
189,72,0,0
190,72,0,0
191,72,0,0
192,72,0,0
193,72,0,0
194,72,0,0
195,72,0,0
196,72,0,0
197,72,0,0
198,72,0,0
199,72,0,0
200,72,0,0
201,72,0,0
202,72,0,0
203,72,0,0
204,72,0,0
205,72,0,0
206,72,0,0
207,72,0,0
208,72,0,0
209,72,0,0
210,72,0,0
211,72,0,0
212,72,0,0
213,72,0,0
214,72,0,0
215,72,0,0
216,72,0,0
217,72,0,0
218,72,0,0
219,72,0,0
220,72,0,0
221,72,0,0
222,72,0,0
223,72,0,0
224,72,0,0
225,72,0,0
226,72,0,0
227,72,0,0
228,72,0,0
229,72,0,0
230,72,0,0
231,72,0,0
232,72,0,0
233,72,0,0
234,72,0,0
235,72,0,0
236,72,0,0
1,73,0,0
2,73,0,0
3,73,0,0
4,73,0,0
5,73,0,0
6,73,0,0
7,73,0,0
8,73,0,0
9,73,0,0
10,73,0,0
11,73,0,0
12,73,0,0
13,73,0,0
14,73,0,0
15,73,0,0
16,73,0,0
17,73,0,0
18,73,0,0
19,73,0,0
20,73,0,0
21,73,0,0
22,73,0,0
23,73,0,0
24,73,0,0
25,73,0,0
26,73,0,0
27,73,0,0
28,73,0,0
29,73,0,0
30,73,0,0
31,73,0,0
32,73,0,0
33,73,0,0
34,73,0,0
35,73,0,0
36,73,0,0
37,73,0,0
38,73,0,0
39,73,0,0
40,73,0,0
41,73,0,0
42,73,0,0
43,73,0,0
44,73,0,0
45,73,0,0
46,73,0,0
47,73,0,0
48,73,0,0
49,73,0,0
50,73,0,0
51,73,0,0
52,73,0,0
53,73,0,0
54,73,0,0
55,73,0,0
56,73,0,0
57,73,0,0
58,73,0,0
59,73,0,0
60,73,0,0
61,73,0,0
62,73,0,0
63,73,0,0
64,73,0,0
65,73,0,0
66,73,0,0
67,73,0,0
68,73,0,0
69,73,0,0
70,73,0,0
71,73,0,0
72,73,0,0
73,73,0,0
74,73,0,0
75,73,0,0
76,73,0,0
77,73,0,0
78,73,0,0
79,73,0,0
80,73,0,0
81,73,0,0
82,73,0,0
83,73,0,0
84,73,0,0
85,73,0,0
86,73,0,0
87,73,0,0
88,73,0,0
89,73,0,0
90,73,0,0
91,73,0,0
92,73,0,0
93,73,0,0
94,73,0,0
95,73,0,0
96,73,0,0
97,73,0,0
98,73,0,0
99,73,0,0
100,73,0,0
101,73,0,0
102,73,0,0
103,73,0,0
104,73,0,0
105,73,0,0
106,73,0,0
107,73,0,0
108,73,0,0
109,73,0,0
110,73,0,0
111,73,0,0
112,73,0,0
113,73,0,0
114,73,0,0
115,73,0,0
116,73,0,0
117,73,0,0
118,73,0,0
119,73,0,0
120,73,0,0
121,73,0,0
122,73,0,0
123,73,0,0
124,73,0,0
125,73,0,0
126,73,0,0
127,73,0,0
128,73,0,0
129,73,0,0
130,73,0,0
131,73,0,0
132,73,0,0
133,73,0,0
134,73,0,0
135,73,0,0
136,73,0,0
137,73,0,0
138,73,0,0
139,73,0,0
140,73,0,0
141,73,0,0
142,73,0,0
143,73,0,0
144,73,0,0
145,73,0,0
146,73,0,0
147,73,0,0
148,73,0,0
149,73,0,0
150,73,0,0
151,73,0,0
152,73,0,0
153,73,0,0
154,73,0,0
155,73,0,0
156,73,0,0
157,73,0,0
158,73,0,0
159,73,0,0
160,73,0,0
161,73,0,0
162,73,0,0
163,73,0,0
164,73,0,0
165,73,0,0
166,73,0,0
167,73,0,0
168,73,0,0
169,73,0,0
170,73,0,0
171,73,0,0
172,73,0,0
173,73,0,0
174,73,0,0
175,73,0,0
176,73,0,0
177,73,0,0
178,73,0,0
179,73,0,0
180,73,0,0
181,73,0,0
182,73,0,0
183,73,0,0
184,73,0,0
185,73,0,0
186,73,0,0
187,73,0,0
188,73,0,0
189,73,0,0
190,73,0,0
191,73,0,0
192,73,0,0
193,73,0,0
194,73,0,0
195,73,0,0
196,73,0,0
197,73,0,0
198,73,0,0
199,73,0,0
200,73,0,0
201,73,0,0
202,73,0,0
203,73,0,0
204,73,0,0
205,73,0,0
206,73,0,0
207,73,0,0
208,73,0,0
209,73,0,0
210,73,0,0
211,73,0,0
212,73,0,0
213,73,0,0
214,73,0,0
215,73,0,0
216,73,0,0
217,73,0,0
218,73,0,0
219,73,0,0
220,73,0,0
221,73,0,0
222,73,0,0
223,73,0,0
224,73,0,0
225,73,0,0
226,73,0,0
227,73,0,0
228,73,0,0
229,73,0,0
230,73,0,0
231,73,0,0
232,73,0,0
233,73,0,0
234,73,0,0
235,73,0,0
236,73,0,0
1,74,0,0
2,74,0,0
3,74,0,0
4,74,0,0
5,74,0,0
6,74,0,0
7,74,0,0
8,74,0,0
9,74,0,0
10,74,0,0
11,74,0,0
12,74,0,0
13,74,0,0
14,74,0,0
15,74,0,0
16,74,0,0
17,74,0,0
18,74,0,0
19,74,0,0
20,74,0,0
21,74,0,0
22,74,0,0
23,74,0,0
24,74,0,0
25,74,0,0
26,74,0,0
27,74,0,0
28,74,0,0
29,74,0,0
30,74,0,0
31,74,0,0
32,74,0,0
33,74,0,0
34,74,0,0
35,74,0,0
36,74,0,0
37,74,0,0
38,74,0,0
39,74,0,0
40,74,0,0
41,74,0,0
42,74,0,0
43,74,0,0
44,74,0,0
45,74,0,0
46,74,0,0
47,74,0,0
48,74,0,0
49,74,0,0
50,74,0,0
51,74,0,0
52,74,0,0
53,74,0,0
54,74,0,0
55,74,0,0
56,74,0,0
57,74,0,0
58,74,0,0
59,74,0,0
60,74,0,0
61,74,0,0
62,74,0,0
63,74,0,0
